0.0000000E+00 1.3415151E+01 0.0000000E+00 -1.4006854E+00 0.0000000E+00
1.3090100E-02 1.2803197E+01 -2.2815360E+00 -1.3349997E+00 1.7942940E-01
2.6180201E-02 1.1467190E+01 -3.3465636E+00 -1.2009998E+00 2.6449468E-01
3.9270301E-02 9.9234136E+00 -3.6870015E+00 -1.0754105E+00 2.8611121E-01
5.2360401E-02 8.7862083E+00 -3.9917235E+00 -9.9204693E-01 2.6980003E-01
6.5450501E-02 8.2057896E+00 -3.9577738E+00 -9.2620571E-01 2.2701618E-01
7.8540602E-02 7.5965475E+00 -3.7404691E+00 -8.6582218E-01 2.1160281E-01
9.1630702E-02 7.0532635E+00 -3.6281076E+00 -8.4236289E-01 1.9677057E-01
1.0472080E-01 6.6812071E+00 -3.4888559E+00 -8.2696955E-01 1.5662294E-01
1.1781090E-01 6.3385740E+00 -3.3290477E+00 -8.0038475E-01 1.2223390E-01
1.3090100E-01 6.0191266E+00 -3.1572611E+00 -7.7134158E-01 1.0127296E-01
1.4399110E-01 5.7672100E+00 -2.9812755E+00 -7.5626731E-01 8.3658349E-02
1.5708120E-01 5.5885544E+00 -2.8381530E+00 -7.5546047E-01 5.6179225E-02
1.7017130E-01 5.4105381E+00 -2.7116959E+00 -7.4525696E-01 2.9269247E-02
1.8326140E-01 5.2083395E+00 -2.5829198E+00 -7.2459644E-01 1.7127962E-02
1.9635150E-01 5.0323000E+00 -2.4396041E+00 -7.0897358E-01 9.2402612E-03
2.0944160E-01 4.9052326E+00 -2.2868545E+00 -7.0165035E-01 -1.1785371E-02
2.2253170E-01 4.8007575E+00 -2.1503623E+00 -6.8937397E-01 -4.0635582E-02
2.3562181E-01 4.6961359E+00 -2.0326934E+00 -6.7125414E-01 -5.8424527E-02
2.4871191E-01 4.5914294E+00 -1.9210290E+00 -6.5997782E-01 -6.8063841E-02
2.6180201E-01 4.4969012E+00 -1.8085214E+00 -6.5383542E-01 -8.4699963E-02
2.7489211E-01 4.4123545E+00 -1.6925943E+00 -6.4079668E-01 -1.0831245E-01
2.8798221E-01 4.3326988E+00 -1.5781854E+00 -6.2032994E-01 -1.2747084E-01
3.0107231E-01 4.2599942E+00 -1.4699523E+00 -6.0495113E-01 -1.4029233E-01
3.1416241E-01 4.1958026E+00 -1.3656418E+00 -5.9772169E-01 -1.5891083E-01
3.2725251E-01 4.1356922E+00 -1.2635926E+00 -5.8565376E-01 -1.8466108E-01
