0.0000000E+00 -2.5159193E-01 0.0000000E+00 2.9534551E-02 0.0000000E+00
1.9635150E-02 -9.8048754E-02 6.7361589E-01 2.7306311E-03 -5.2230268E-02
3.9270301E-02 5.4010765E-01 2.2585160E-01 -4.9358047E-02 -6.2826481E-02
5.8905451E-02 5.0359920E-01 1.2104477E+00 -1.7574721E-02 -8.6368777E-02
7.8540602E-02 7.5636505E-01 1.0537561E+00 -1.0285647E-01 -1.2860496E-01
9.8175752E-02 7.8159863E-01 1.2732493E+00 -5.0114211E-02 -1.3922276E-01
1.1781090E-01 9.0219679E-01 1.3788913E+00 -5.8392616E-02 -1.6148196E-01
1.3744605E-01 1.0270473E+00 1.4756748E+00 -9.6637356E-02 -1.8417252E-01
1.5708120E-01 1.1018070E+00 1.6177044E+00 -7.6238298E-02 -1.9304968E-01
1.7671635E-01 1.1742163E+00 1.6588874E+00 -9.0268728E-02 -1.9886711E-01
1.9635150E-01 1.2340056E+00 1.7458447E+00 -1.0296976E-01 -2.3180818E-01
2.1598665E-01 1.2708287E+00 1.8337529E+00 -9.1098568E-02 -2.3084232E-01
2.3562181E-01 1.3172397E+00 1.9212771E+00 -1.0906060E-01 -2.3230841E-01
2.5525696E-01 1.3552021E+00 1.9952356E+00 -9.8412630E-02 -2.5702162E-01
2.7489211E-01 1.3703568E+00 2.0616149E+00 -9.3527734E-02 -2.5676138E-01
2.9452726E-01 1.3914775E+00 2.1419367E+00 -1.0653360E-01 -2.6170649E-01
3.1416241E-01 1.4020880E+00 2.2306944E+00 -8.5251576E-02 -2.7374134E-01
3.3379756E-01 1.4095495E+00 2.3021067E+00 -8.0343139E-02 -2.6900032E-01
3.5343271E-01 1.4106919E+00 2.3719546E+00 -7.8829752E-02 -2.8810456E-01
3.7306786E-01 1.4072151E+00 2.4505283E+00 -6.0751190E-02 -2.8746512E-01
3.9270301E-01 1.3911091E+00 2.5311009E+00 -5.3133493E-02 -2.8073285E-01
4.1233816E-01 1.3698541E+00 2.6009073E+00 -3.5864549E-02 -2.9562255E-01
4.3197331E-01 1.3376481E+00 2.6843909E+00 -9.4181148E-03 -2.9001213E-01
4.5160846E-01 1.3012864E+00 2.7759889E+00 6.0400642E-03 -2.9230483E-01
4.7124361E-01 1.2658000E+00 2.8716804E+00 3.8975158E-02 -3.0069252E-01
4.9087876E-01 1.2217754E+00 2.9740594E+00 7.3753495E-02 -2.9963057E-01
